,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
2755,Unload2,1001341,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,12.98,13.12,УФ,7.93,13.12,"пересл. песчаника, алевролита и глин",с карбонатными обломками или конкрециями,частично разрушен,пятнисто нефтенасыщенные,4
2757,Unload2,1001343,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,13.12,13.98,УФ,13.12,15.42,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2759,Unload2,1001345,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,13.98,14.98,УФ,13.12,15.42,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2761,Unload2,1001347,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,14.98,15.42,УФ,13.12,15.42,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2763,Unload2,1001349,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,15.42,15.98,УФ,15.42,16.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2765,Unload2,1001351,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,15.98,16.55,УФ,15.42,16.55,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2767,Unload2,1001353,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,16.55,16.98,УФ,16.55,17.97,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2769,Unload2,1001355,Field1,Well7,2550.0,2568.0,2563.1,2581.1,17.97,16.98,17.97,УФ,16.55,17.97,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2771,Unload2,1001357,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,0.0,0.37,УФ,0.0,0.37,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2773,Unload2,1001359,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,0.37,1.0,УФ,0.37,1.72,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2775,Unload2,1001361,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,1.0,1.72,УФ,0.37,1.72,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2777,Unload2,1001363,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,1.72,1.99,УФ,1.72,2.01,алевролит,не карбонатный,частично разрушен,не опред.,0
2779,Unload2,1001365,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,1.99,2.01,УФ,1.72,2.01,алевролит,не карбонатный,частично разрушен,не опред.,0
2781,Unload2,1001367,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,2.01,2.98,УФ,2.01,2.98,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2783,Unload2,1001369,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,2.98,3.94,УФ,2.98,3.94,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2785,Unload2,1001371,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,3.94,3.99,УФ,3.94,4.19,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2787,Unload2,1001373,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,3.99,4.19,УФ,3.94,4.19,песчаник,сильнокарбонатный,не разрушен,не опред.,0
2789,Unload2,1001375,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,4.19,4.99,УФ,4.19,5.14,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2791,Unload2,1001377,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,4.99,5.14,УФ,4.19,5.14,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2793,Unload2,1001379,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,5.14,5.41,УФ,5.14,5.41,аргиллит,не карбонатный,частично разрушен,не опред.,0
2795,Unload2,1001381,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,5.41,5.98,УФ,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2797,Unload2,1001383,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,5.98,6.99,УФ,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2799,Unload2,1001385,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,6.99,7.99,УФ,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2801,Unload2,1001387,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,7.99,8.09,УФ,5.41,8.09,песчаник,не карбонатный,частично разрушен,не опред.,0
2803,Unload2,1001389,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,8.09,8.99,УФ,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2805,Unload2,1001391,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,8.99,9.99,УФ,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2807,Unload2,1001393,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,9.99,10.99,УФ,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2809,Unload2,1001395,Field1,Well7,2568.0,2586.0,2581.1,2599.1,12.0,10.99,12.0,УФ,8.09,12.0,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2811,Unload2,1001397,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.0,0.37,УФ,0.0,0.37,аргиллит,не карбонатный,разрушен,не опред.,0
2813,Unload2,1001399,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.37,0.96,УФ,0.37,0.96,песчаник,не карбонатный,частично разрушен,нефтенасыщенные,1
2815,Unload2,1001401,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.96,0.98,УФ,0.96,1.34,аргиллит,не карбонатный,разрушен,не опред.,0
2817,Unload2,1001403,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,0.98,1.34,УФ,0.96,1.34,аргиллит,не карбонатный,разрушен,не опред.,0
2819,Unload2,1001405,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,1.34,1.98,УФ,1.34,2.24,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2821,Unload2,1001407,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,1.98,2.24,УФ,1.34,2.24,песчаник,не карбонатный,частично разрушен,пятнисто нефтенасыщенные,4
2823,Unload2,1001409,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,2.24,2.98,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2825,Unload2,1001411,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,2.98,3.98,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2827,Unload2,1001413,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,3.98,4.97,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2829,Unload2,1001415,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,4.97,5.96,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2831,Unload2,1001417,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,5.96,6.95,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2833,Unload2,1001419,Field1,Well7,2586.0,2598.0,2599.1,2611.1,7.39,6.95,7.39,УФ,2.24,7.39,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2835,Unload2,1001421,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,0.0,1.0,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2837,Unload2,1001423,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,1.0,1.99,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2839,Unload2,1001425,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,1.99,2.98,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2841,Unload2,1001427,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,2.98,3.98,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2843,Unload2,1001429,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,3.98,4.97,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2845,Unload2,1001431,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,4.97,5.97,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2847,Unload2,1001433,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,5.97,6.96,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2849,Unload2,1001435,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,6.96,7.96,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2851,Unload2,1001437,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,7.96,8.95,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2853,Unload2,1001439,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,8.95,9.95,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2855,Unload2,1001441,Field1,Well7,2607.4,2617.8,2620.2,2630.6,10.4,9.95,10.4,УФ,0.0,10.4,аргиллит,с карбонатными обломками или конкрециями,частично разрушен,не опред.,0
2857,Unload2,1001443,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,0.0,0.95,УФ,0.0,0.95,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
2859,Unload2,1001445,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,0.95,1.31,УФ,0.95,1.31,аргиллит,не карбонатный,разрушен,не опред.,0
2861,Unload2,1001447,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,1.31,1.86,УФ,1.31,2.4,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2863,Unload2,1001449,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,1.86,2.4,УФ,1.31,2.4,песчаник,с карбонатными обломками или конкрециями,частично разрушен,нефтенасыщенные,1
2865,Unload2,1001451,Field1,Well7,2790.0,2802.0,2791.2,2803.2,12.0,2.4,2.67,УФ,2.4,2.67,"пересл. песчаника, алевролита и глин",не карбонатный,частично разрушен,не опред.,0
